,PRICE,TRD_VOLUME,MINERS_FEE,TRAN_VOL,PRICE_VOL,MINERS_REVENUE,DIFFICULTY,TRAN_BLOCK,HASH_RATE,MONEY_SUPPLY,BCH_PRICE
2017-08-30,4607.98545,317010671.855,457.09271770000004,248443.812276,71.90257212662344,2319.5927177,888171856257.0,1886.68456376,5709872.344554154,16531975.0,546.5
2017-08-31,4594.98785,202687613.64,391.62566596,219995.302219,71.95594151946626,2491.62566596,888171856257.0,1615.86904762,5727049.472343083,16534075.0,576.33
2017-09-01,4748.255,220351499.902,416.18533110000004,251079.61705300002,69.68868081607515,2453.6853311,888171856257.0,1722.23312883,6118103.5112035135,16536112.5,591.72
2017-09-02,4911.74001667,338585244.353,369.14548169,250015.720655,69.08106185507647,2544.14548169,888171856257.0,1630.28735632,6578538.105345635,16538287.5,625.0
2017-09-03,4580.387479999999,440710136.09699994,297.11343183,200475.916843,75.31873664378269,2347.11343183,888171856257.0,1443.9695122,6950670.174583786,16540337.5,625.0
2017-09-04,4648.15998333,308302328.02099997,236.08970506,171234.72743,75.48300634079814,2161.08970506,888171856257.0,1268.11038961,6944362.85137636,16542262.5,601.69
2017-09-05,4344.09831667,513527217.625,325.45712179,327474.10651300004,69.20548956160933,2512.95712179,888171856257.0,1538.74285714,7234499.7189179715,16544450.0,553.76
2017-09-06,4488.720139999999,467133132.497,281.99205930000005,312706.919712,69.57446883327572,2744.4920593,888171856257.0,1410.9035532999999,7537251.232874433,16546912.5,500.0
2017-09-07,4641.82201667,384503428.818,275.4277578,290191.55564000004,69.3789978319014,2300.4277578,922724699726.0,1705.09259259,7539158.186312865,16548937.5,622.24
2017-09-08,4654.6585,222544560.603,255.392391,271002.524483,69.3917287988549,2455.392391,922724699726.0,1456.67045455,7664339.543023027,16551137.5,668.5
2017-09-09,4310.75018333,503768705.755,210.53430566,237606.10579699997,74.41570883811475,2398.03430566,922724699726.0,1597.07428571,7713587.64536331,16553325.0,621.83
2017-09-10,4375.559520000001,117381164.671,145.27126112,177865.078073,74.38846924594569,2257.77126112,922724699726.0,1289.28994083,7786592.785248746,16555437.5,589.8
2017-09-11,4329.955,331793077.941,146.22920654,202190.243537,72.29749089155584,1871.22920654,922724699726.0,1400.28985507,7719537.485474696,16557162.5,560.74
2017-09-12,4248.09001667,250115590.43,158.43519587,199829.217373,68.6633344444503,2333.43519587,922724699726.0,1456.85057471,7755925.56551937,16559337.5,566.17
2017-09-13,4219.03661667,311636501.265,147.75320035,214844.90570700003,67.07466137982668,2497.75320035,922724699726.0,1362.92553191,7745290.322235263,16561687.5,550.0
2017-09-14,3961.27126667,541722553.543,132.31372666,253233.205882,69.69137719918686,2507.31372666,922724699726.0,1385.89473684,7928765.896704456,16564062.5,505.87
2017-09-15,3319.63,736178849.381,159.51692855,268015.09325100004,86.02523928654864,2334.51692855,922724699726.0,1540.62068966,7915660.498528084,16566237.5,462.0
2017-09-16,3774.26528333,1267434715.97,172.89642684,398314.83519899996,93.18193729190004,2422.89642684,922724699726.0,1622.66111111,7948423.993969011,16568487.5,425.5
2017-09-17,3763.6260399999996,474370445.674,118.22549621,200156.993231,93.03224455179978,2230.72549621,922724699726.0,1350.63313609,7948423.993969011,16570600.0,443.19
2017-09-18,3746.06078333,249840870.738,98.14454813,152686.24195999998,92.05690891835093,2298.14454813,922724699726.0,1123.19886364,8197426.5593200615,16572800.0,434.75
2017-09-19,4093.31666667,425335356.126,174.46163654,204865.328045,97.8935865061588,1761.96163654,1103400932964.0,1718.14173228,8052399.125358299,16574387.5,477.57
2017-09-20,3943.41333333,349157038.323,171.94815239,217573.267942,98.74454724601419,2121.94815239,1103400932964.0,1813.57051282,8042871.101123305,16576337.5,517.11
2017-09-21,3977.56166667,229919029.848,146.14778325,185140.237044,98.50079666461296,1608.64778325,1103400932964.0,2014.72649573,7714642.8276259685,16577800.0,501.0
2017-09-22,3658.89818333,385065464.59800005,134.29331251,188302.137515,101.37048183768152,2334.29331251,1103400932964.0,1450.32386364,7953567.898874788,16580000.0,432.91
2017-09-23,3637.50255,317303697.725,115.10044297,198889.92838,101.16426501789577,1852.60044297,1103400932964.0,1637.51798561,7863253.455333442,16581737.5,412.68
2017-09-24,3776.3869,179361985.991,100.02446594,131990.543397,101.8452987440053,2175.02446594,1103400932964.0,1228.07831325,8056584.367898582,16583812.5,425.26
2017-09-25,3703.04065,138592392.429,88.92115992,97112.70530599999,101.94247601004551,1901.42115992,1103400932964.0,1277.77241379,8039495.313184743,16585625.0,423.3
2017-09-26,3942.555,284073950.939,146.02283885,257132.18201599998,105.18469485920296,1708.52283885,1103400932964.0,1812.8239999999998,8023823.782359821,16587187.5,445.36
2017-09-27,3910.30738333,175299977.813,146.50433875,197991.635208,105.18459532732737,1871.50433875,1103400932964.0,1910.49275362,7882780.004935526,16588912.5,453.42
2017-09-28,4202.55498333,357673848.69,148.52968793,171774.685409,108.62036531579149,1986.02968793,1103400932964.0,1754.83673469,8117852.967309348,16590750.0,458.19
2017-09-29,4201.98905,275531143.16,132.13699795,200215.261999,107.20690655141331,2344.63699795,1103400932964.0,1559.18644068,8125688.732721807,16592962.5,460.26
2017-09-30,4193.57466667,289284083.41,115.05341245,173950.30274,107.2064817376931,2227.55341245,1103400932964.0,1505.55029586,8360761.695095632,16595075.0,444.0
2017-10-01,4335.36831667,222088521.67200002,102.10490898,152977.677889,107.70529597355942,1827.10490898,1103400932964.0,1541.14492754,8141360.263546732,16596800.0,441.06
2017-10-02,4360.72296667,171779832.268,119.65750351,114609.74282,106.89527964692721,1744.65750351,1123863285133.0,1566.56153846,8042714.436026257,16598425.0,423.74
2017-10-03,4386.88375,250398347.646,179.99562943,193317.804963,104.42073016476265,2054.99562943,1123863285133.0,1966.68,8260405.479414438,16600300.0,420.79
2017-10-04,4293.3066,256471830.908,149.04914591,161042.778655,104.61887218353165,2436.54914591,1123863285133.0,1541.70491803,8639607.150828695,16602587.5,401.0
2017-10-05,4225.175,204003764.23400003,139.60463354,140052.463345,101.37012730492377,1814.60463354,1123863285133.0,1737.50746269,8557214.105015187,16604262.5,401.0
2017-10-06,4338.852,87904264.4154,160.68672878,187702.46646300002,100.90276536261854,1723.18672878,1123863285133.0,2185.944,8167918.393631109,16605825.0,355.42
2017-10-07,4345.60333333,205812106.352,149.58244312,164357.367324,99.85011640182164,2137.08244312,1123863285133.0,1784.27044025,8112665.46206776,16607812.5,363.78
2017-10-08,4376.19166667,89524651.8704,103.73990456,126440.906151,99.94029079868992,2078.73990456,1123863285133.0,1463.4556962000001,8292340.180157723,16609787.5,361.73
2017-10-09,4602.28088333,282133882.842,114.92399747,146926.16653,97.63981777439213,2389.92399747,1123863285133.0,1309.80769231,8707356.243072258,16612062.5,346.53
2017-10-10,4777.96781667,397258570.2,147.94837795,234154.70570999998,98.4367896880083,2160.44837795,1123863285133.0,1844.38509317,8795148.102534948,16614075.0,255.66
2017-10-11,4782.28,347920434.56,168.90952801,245520.322652,98.28469349020816,2168.90952801,1123863285133.0,1894.38125,8611583.305476597,16616075.0,321.55
2017-10-12,4819.48576667,296445764.423,148.37337136,173808.059652,98.40078088580091,1885.87337136,1123863285133.0,2104.02158273,8651488.696141455,16617812.5,313.15
2017-10-13,5325.13068333,680358364.327,176.24642814,207938.592655,104.29368252084852,2088.74642814,1123863285133.0,1916.10457516,8874958.883864667,16619725.0,255.66
2017-10-14,5563.80656667,953598649.483,282.45840289,260329.37920700002,99.71042307602393,1982.45840289,1123863285133.0,2278.08088235,8691394.086806316,16621425.0,313.28
2017-10-15,5739.43873333,328701504.66400003,228.81248867,178337.012774,80.34211407396631,1991.31248867,1123863285133.0,2079.0070922,8555715.758545794,16623187.5,321.62
2017-10-16,5647.31166667,490476846.895,158.04992212,153804.232192,74.0686222883336,2595.54992212,1196792694099.0,1453.70769231,8760461.40481839,16625625.0,314.86
2017-10-17,5711.20586667,322723336.557,194.2619706,201231.38016099998,73.89801955762773,2369.2619706,1196792694099.0,1808.76436782,8954331.029340096,16627800.0,90.93
2017-10-18,5603.712939999999,322503478.12,210.23774199,198287.469997,75.1887819098439,2260.23774199,1196792694099.0,2039.25609756,9071191.892688442,16629850.0,425.25
2017-10-19,5546.1761,627801313.918,192.89387781,251680.677127,70.32550271342977,2080.39387781,1196792694099.0,2182.64238411,9245168.605730968,16631737.5,339.38
2017-10-20,5727.6335,376178013.951,188.38565959,252888.26382800002,68.499910327715,2413.38565959,1196792694099.0,2005.53370787,9536882.79103898,16633962.5,88.51
2017-10-21,5979.4598399999995,583507046.857,165.15826421,187097.578002,69.6749444908033,2402.65826421,1196792694099.0,1745.30167598,9972774.288538147,16636200.0,326.36
2017-10-22,6020.37168333,555571195.712,164.29673325,154383.95991099998,62.02273451717826,2076.79673325,1196792694099.0,2040.89542484,10147786.813175997,16638112.5,322.55
2017-10-23,5983.18455,469066735.292,158.52538858,168281.949528,62.46369872080511,2433.52538858,1196792694099.0,1588.63186813,10037300.022077767,16640387.5,331.91
2017-10-24,5876.07986667,633277065.085,185.78456628,407836.91190999997,62.14299754907154,2323.28456628,1196792694099.0,1848.51461988,10011803.070285868,16642525.0,313.45
2017-10-25,5505.82776667,628021830.344,196.34661617,381933.957849,64.76275659826764,2283.84661617,1196792694099.0,2079.16167665,10037300.022077767,16644612.5,321.76
2017-10-26,5669.62253333,446193087.806,140.53900002,376845.267046,61.792714923071564,2453.03900002,1196792694099.0,1704.94594595,10326265.475719294,16646925.0,326.17
2017-10-27,5893.13841667,450583865.77699995,118.21786846,334373.012811,61.742725197997416,2368.21786846,1452839779146.0,1476.81666667,10670559.234209428,16649175.0,86.04
2017-10-28,5772.50498333,402366481.797,167.37126357,165001.266746,58.82567282894707,1467.37126357,1452839779146.0,2372.03846154,10222239.673997508,16650475.0,171.04
2017-10-29,5776.69695,278764450.64,179.58911379,111675.115751,58.87012365121545,1242.08911379,1452839779146.0,2436.07058824,9798865.112289196,16651537.5,404.72
2017-10-30,6155.434020000001,572711007.534,277.22579421,212275.09596099998,61.43489016736443,2202.22579421,1452839779146.0,2168.99350649,9840913.294213943,16653462.5,456.89
2017-10-31,6105.874220000001,144588378.864,258.96021427,275383.11527199997,60.554887130511005,2096.46021427,1452839779146.0,2150.18367347,9904229.242225656,16655300.0,446.77
2017-11-01,6388.64516667,454449998.266,238.22468691,248790.188613,61.6537039192841,1963.22468691,1452839779146.0,2011.12318841,9908685.481052758,16657025.0,438.83
2017-11-02,6665.30668333,630017228.472,293.71974585,190517.26503399998,62.686292609333314,2243.71974585,1452839779146.0,2218.23853211,9945871.298942747,16658975.0,91.92
2017-11-03,7068.0201,1143999865.2,278.18301180000003,338534.06749600003,62.02765087521682,2153.1830118000003,1452839779146.0,2276.49333333,9636352.482585607,16660850.0,557.69
2017-11-04,7197.72006,374814688.995,276.15229517,232314.537958,60.71775906515962,1763.65229517,1452839779146.0,2332.75630252,9791111.89076418,16662337.5,625.1
2017-11-05,7437.54331667,563573963.149,264.94278825,191510.11186099998,60.707426572929414,1889.94278825,1452839779146.0,2262.46923077,10255390.11529989,16663962.5,609.46
2017-11-06,7377.01236667,568573468.153,196.39338115,177541.607647,60.76116105146335,1958.89338115,1452839779146.0,1785.30496454,10121265.294878464,16665725.0,615.08
2017-11-07,6989.07166667,832822399.364,248.53944617,224420.65196199997,66.21464689111151,1911.03944617,1452839779146.0,2037.81203008,9976823.180578468,16667387.5,605.72
2017-11-08,7092.12723333,533993339.48,287.54633641,257469.893112,65.63468446855201,2237.54633641,1452839779146.0,2151.51282051,10162534.470392747,16669337.5,602.68
2017-11-09,7415.87825,1261823617.31,269.05333537,254715.518167,65.6615218752096,2069.05333537,1452839779146.0,2092.68055556,10038726.943849893,16671137.5,602.01
2017-11-10,7158.03706,528018381.566,362.66450038,316706.973619,67.20357740552899,2275.16450038,1452839779146.0,2230.59477124,10069678.825485606,16673050.0,648.16
2017-11-11,6719.39785,1128392930.68,323.47648646,289374.033139,76.1926823639363,1823.47648646,1364422081125.0,2264.54166667,10004648.674644377,16674550.0,921.44
2017-11-12,6362.85103333,805734191.04,325.30293423,211248.95481300002,69.47024680900418,1325.30293423,1364422081125.0,2432.925,9438552.350902613,16675550.0,1245.16
2017-11-13,5716.30158333,1601736904.28,589.52488698,322635.53941100003,71.93872835251949,1589.52488698,1364422081125.0,2324.575,8758965.79449656,16676550.0,1089.76
2017-11-14,6550.22753333,1259093767.51,777.16416066,322934.811814,77.10066457552756,2527.16416066,1364422081125.0,2209.27857143,8743281.499473456,16678300.0,1316.77
2017-11-15,6635.41263333,597502689.367,620.69211998,276286.800024,76.77824204663249,2220.69211998,1364422081125.0,2124.9609375,8374026.663172337,16679900.0,1271.72
2017-11-16,7301.4299200000005,925948609.9530001,589.04671078,318338.976177,82.83844883457833,2489.04671078,1364422081125.0,2117.02631579,8361124.917555828,16681800.0,1220.7
2017-11-17,7815.0307,1167106378.18,504.64366625,300898.318079,84.96090300944918,2404.64366625,1364422081125.0,2042.07894737,8255367.527032174,16683700.0,967.47
2017-11-18,7786.88436667,1009820547.55,395.58189189999996,360016.346462,84.82759676911397,2483.0818919,1364422081125.0,1836.02994012,8710769.256809771,16685787.5,1105.98
2017-11-19,7817.14038333,541082170.875,284.18299295,252240.604948,84.45107877326119,1984.18299295,1364422081125.0,1991.72058824,9253375.573140522,16687487.5,1262.6
2017-11-20,8007.65406667,541743546.81,251.72966625,201102.440798,83.57867988538742,2251.72966625,1364422081125.0,1655.34375,10028527.453613028,16689487.5,1183.15
2017-11-21,8255.59681667,546752953.457,323.78403404,290024.019871,83.69965722702013,2511.28403404,1364422081125.0,1921.16571429,10367656.401319753,16691675.0,1229.61
2017-11-22,8059.8,1004515766.65,308.9648173,315977.96946500003,83.7008959283217,2471.4648173,1364422081125.0,2145.03468208,10803679.334085533,16693837.5,1180.55
2017-11-23,8268.035,494283581.323,258.49151405,209312.642256,83.38387805873505,2108.49151405,1364422081125.0,2087.06504065,10764921.740061907,16695687.5,1277.89
2017-11-24,8148.95,425395614.83599997,267.64445396,301334.556324,81.00784940213677,2230.14445396,1364422081125.0,2243.3566879,10813368.73259144,16697650.0,1569.91
2017-11-25,8250.97833333,644675714.794,230.38624836,326194.797336,81.00351784870759,2092.88624836,1347001430559.0,2051.91275168,10620526.445159817,16699512.5,1635.13
2017-11-26,8707.40726667,677327101.077,193.76382895,272023.837089,82.45919615634129,2143.76382895,1347001430559.0,2158.26282051,10795015.315715875,16701462.5,1562.57
2017-11-27,9284.1438,183816238.479,190.86478275,243954.918399,83.35772150507991,2103.36478275,1347001430559.0,2154.75163399,10708261.563142506,16703375.0,1682.34
2017-11-28,9718.29505,1100089826.5,240.59432049,351226.30299899995,83.2721274670909,2365.59432049,1347001430559.0,2230.91764706,10638783.500577388,16705500.0,1610.3
2017-11-29,9952.508820000001,824886242.4419999,245.59950637,326641.438639,81.69130731157392,2195.59950637,1347001430559.0,2346.00641026,10454764.626414912,16707450.0,1493.63
2017-11-30,9879.32833333,3006736495.28,290.66331551,401449.92008,82.20787654315427,2453.16331551,1347001430559.0,2301.0982659,10675597.382496944,16709612.5,1371.95
2017-12-01,10147.372,2130663923.37,270.23467365,342989.773519,81.52747398529958,2357.73467365,1347001430559.0,2301.71257485,10751831.43405046,16711700.0,1305.61
2017-12-02,10883.912,1589331512.94,243.41799284,246207.097492,84.87074517660005,2530.91799284,1347001430559.0,2256.32786885,11077064.76924416,16713987.5,1392.79
2017-12-03,11071.368333299999,965994254.3560001,189.41099646,179323.62857200002,84.44883857199731,2201.91099646,1347001430559.0,2027.04347826,11124893.20089029,16716000.0,1404.83
2017-12-04,11332.622,592011274.216,186.70559053,178200.728748,84.77579692096147,2386.70559053,1347001430559.0,2005.93181818,11344903.9864625,16718200.0,1506.96
2017-12-05,11584.83,1283672891.4,229.89898858,224534.76332399997,84.72610466249516,2492.39898858,1347001430559.0,2213.73480663,11450126.536083987,16720462.5,1514.15
2017-12-06,11878.4333333,999891969.541,220.32526078,224596.15062800003,84.68139087537125,2445.32526078,1347001430559.0,2279.26404494,11660571.635326967,16722687.5,1457.12
2017-12-07,13540.98,1982715220.45,258.59491236,267883.092437,90.66758823698919,2608.59491236,1590896927258.0,2359.50531915,12129675.908785885,16725037.5,1368.48
2017-12-08,16501.9716667,4548758961.59,369.84247555,340308.567613,107.44008833715547,2269.84247555,1590896927258.0,2465.86092715,12249457.022013014,16726937.5,1265.6
2017-12-09,16007.4366667,3800432531.58,646.02440333,299816.95225,109.56077705708216,2596.02440333,1590896927258.0,2468.53846154,12261377.962662205,16728887.5,1368.18
2017-12-10,15142.8341521,2195860926.73,561.83077839,256978.973095,113.88047963937605,2736.83077839,1590896927258.0,2318.38505747,12687102.641657947,16731062.5,1377.36
2017-12-11,14869.805,2539286892.7,453.76817825,240250.79800500002,106.50939913509752,2503.76817825,1590896927258.0,2081.82926829,12856365.003991084,16733112.5,1285.64
2017-12-12,16762.1166667,2487997751.02,493.02047142,254835.483408,106.38385690833971,2630.52047142,1590896927258.0,2155.54385965,13056882.849885035,16735250.0,1374.72
2017-12-13,17276.3933333,1992977378.0,541.21021965,333417.117148,101.50464755141108,2491.21021965,1590896927258.0,2390.87820513,13116632.22218036,16737200.0,1518.23
2017-12-14,16808.3666667,2027550684.5,593.33537203,277147.447668,104.95621370602682,2918.33537203,1590896927258.0,2282.6827957,13094036.81783552,16739525.0,1575.04
2017-12-15,16678.892,610207126.6880001,652.48975202,215114.769664,105.08429372506708,2964.98975202,1590896927258.0,2652.12972973,13466860.989525398,16741837.5,1879.44
2017-12-16,17771.9,2066395216.58,594.08308946,237114.589747,103.14844666426892,2706.58308946,1590896927258.0,2400.44970414,13613731.117766865,16743950.0,1789.37
2017-12-17,19498.6833333,1636509991.67,532.00956816,183692.723781,104.0495836388416,2669.50956816,1590896927258.0,2129.95321637,13579838.011249606,16746087.5,1787.25
2017-12-18,19289.785,1641066517.69,532.36926706,262597.628548,103.85761645212982,2844.86926706,1590896927258.0,2118.43243243,13817089.756870436,16748400.0,1827.2
2017-12-19,18961.8566667,2021140821.09,591.63199238,257014.99949000002,104.18743229466192,2866.63199238,1873105475222.0,2166.14835165,14306109.71905506,16750675.0,2065.57
2017-12-20,17737.1116667,2215330000.93,673.60871184,212627.84463900002,110.58724780567523,2423.60871184,1873105475222.0,2704.44285714,14405919.744517865,16752425.0,2573.54
2017-12-21,16026.2716667,2752775707.11,920.78471408,321480.906064,114.67965347745482,2620.78471408,1873105475222.0,2722.625,14113591.517254893,16754125.0,3810.47
2017-12-22,16047.51,1989091729.43,1138.20801564,228091.561744,116.80346509205015,2788.20801564,1873105475222.0,2541.53030303,13779353.80461119,16755775.0,3198.9
2017-12-23,15190.945,5352015515.54,1495.7489158,291040.972957,125.65200894021694,3433.2489158,1873105475222.0,2455.79354839,13931820.655156855,16757712.5,2467.34
2017-12-24,15360.2616667,1967536506.4,1055.07708486,160500.92664700001,124.91165902419884,2792.57708486,1873105475222.0,2217.34532374,13848863.35114506,16759450.0,2962.46
2017-12-25,13949.175,1798168177.65,863.17647728,182640.771341,126.23854089469914,2763.17647728,1873105475222.0,1838.96710526,13780661.576267133,16761350.0,2768.58
2017-12-26,14119.0283333,1134112808.24,693.69557742,178454.35451600002,125.4606402204988,2381.19557742,1873105475222.0,1695.74814815,13155477.122517563,16763037.5,2760.71
2017-12-27,15999.048333300001,1745062014.35,722.07436876,198300.045389,129.37468641771758,2497.07436876,1873105475222.0,1742.53521127,13182080.71629414,16764812.5,2875.74
2017-12-28,15589.3216667,1619268857.17,796.82795861,301139.852755,129.7020827989546,2746.82795861,1873105475222.0,1972.06410256,13448116.654059915,16766762.5,2732.17
2017-12-29,14380.5816667,1883494461.43,774.89241591,251609.98993,132.66870720665784,2637.39241591,1873105475222.0,2047.33557047,13674247.201160826,16768625.0,2500.08
2017-12-30,14640.14,1274049463.72,793.41648596,251563.85726100003,132.4125936511943,2855.91648596,1873105475222.0,2144.38787879,13807265.17004371,16770687.5,2611.79
2017-12-31,13215.573999999999,1728481566.87,764.87175998,298339.393514,142.0868291471707,2602.37175998,1873105475222.0,2342.9047619000003,13913679.54515002,16772525.0,2292.67
2018-01-01,14165.575,1142728354.65,543.71958478,234540.652572,142.17954228318925,2581.21958478,1873105475222.0,1781.73006135,14059999.310921196,16774562.5,2352.15
2018-01-02,13812.1866667,744866630.509,477.22516962,184794.662678,142.65152642116672,2427.22516962,1931136454488.0,1549.72435897,14403625.439530225,16776512.5,2329.67
2018-01-03,15005.8566667,1567582731.9,649.87813769,234989.05081999997,145.2486174222081,2787.37813769,1931136454488.0,1994.03508772,14859847.519587385,16778650.0,2535.77
2018-01-04,15053.2616667,1138506779.2,750.02044737,189339.128214,145.36900807508522,2712.52044737,1931136454488.0,2522.05732484,14937849.815520095,16780612.5,2600.44
2018-01-05,15199.355,1371803859.92,777.01786747,266691.83551199996,145.3571079578497,2877.01786747,1931136454488.0,2529.80952381,15259817.611426005,16782712.5,2395.24
2018-01-06,17174.12,1764169571.11,704.31373645,300697.150592,142.51481210242187,2491.81373645,1931136454488.0,2396.55244755,15026109.1076757,16784500.0,2401.24
2018-01-07,17319.198,1024721001.25,684.20594719,227080.97000700003,126.87821338238,2784.20594719,1931136454488.0,2135.99404762,15374680.49735819,16786600.0,2507.25
2018-01-08,16651.4716667,946406884.752,695.87961422,294130.977742,128.12836640399132,2720.87961422,1931136454488.0,2272.75925926,15428139.724961596,16788625.0,2575.56
2018-01-09,15265.906666699999,1742246003.55,696.36860616,264641.99579699995,127.79175630957558,2771.36860616,1931136454488.0,2082.36144578,15565278.744739033,16790700.0,2405.07
2018-01-10,14714.253333300001,1182426648.29,742.97217054,257849.821998,127.19768850918328,2792.97217054,1931136454488.0,2196.73780488,15469281.430894826,16792750.0,2389.92
2018-01-11,15126.3983333,1634548780.4,719.0134138,259905.10710999998,122.66409145717856,2794.0134138,1931136454488.0,2092.72891566,15592706.54869452,16794825.0,2738.5
2018-01-12,13296.794,1663185737.56,693.92854137,270807.50844,129.02228446860946,3106.42854137,1931136454488.0,1751.08290155,15935554.098138107,16797237.5,2564.9
2018-01-13,13912.882,1014053986.14,624.0916384999999,234452.116373,129.6447702207502,2849.0916385,1931136454488.0,1685.90449438,16415540.667359134,16799462.5,2546.34
2018-01-14,14499.7733333,740504186.96,526.79185146,180298.683402,129.8643186195028,2389.29185146,2227847638504.0,1783.45637584,16468932.151349826,16801325.0,2685.59
2018-01-15,13852.92,804914641.612,491.9216004,193346.286562,128.14997570177366,2429.4216004,2227847638504.0,1516.41935484,16699532.967324495,16803262.5,2557.54
2018-01-16,14012.196000000002,758546178.5830001,508.8238381,201862.474143,123.35067740918116,2383.8238380999996,2227847638504.0,1824.15333333,16796173.241956927,16805137.5,2424.97
2018-01-17,11180.998333299998,2762626868.92,613.9884903,270270.01331999997,134.48721556238652,2601.4884903,2227847638504.0,1910.22012579,17062630.200721115,16807125.0,1869.69
2018-01-18,11116.946666700002,2926596198.21,674.35829411,252411.086289,134.66622067762228,2761.85829411,2227847638504.0,1890.84431138,17428227.24901984,16809212.5,1699.88
2018-01-19,11345.4233333,1771113579.47,650.50532303,238995.693546,133.6224155002804,2813.00532303,2227847638504.0,1788.98843931,17518474.864037,16811375.0,1782.58
2018-01-20,11422.44,1064413369.6,489.85540963,219156.11789899998,133.2453913906281,2552.35540963,2227847638504.0,1476.47878788,17687863.115230292,16813437.5,1780.87
2018-01-21,12950.793333299998,1097313787.36,421.73848714,208079.363397,137.75171190995752,2646.73848714,2227847638504.0,1351.74719101,18146671.729131613,16815662.5,1977.67
2018-01-22,11505.228000000001,436195518.92800003,344.25336341,154149.93558599998,136.574841438428,2681.75336341,2227847638504.0,1153.05882353,18652943.303091694,16818000.0,1931.27
2018-01-23,10544.5933333,1210203940.88,315.01725095,199105.887676,137.63173573827598,2402.51725095,2227847638504.0,1470.43113772,18921900.07675799,16820087.5,1631.94
2018-01-24,11223.063999999998,1305109027.98,289.826689,178482.559197,137.46549228058598,2502.326689,2227847638504.0,1536.36158192,19206677.83711053,16822300.0,1603.33
2018-01-25,11282.258333299998,921820890.749,277.62329857,186181.46222000002,138.83345080024054,2477.62329857,2227847638504.0,1422.85795455,19349066.717286807,16824500.0,1636.16
2018-01-26,11214.44,772706342.7639999,224.48640539,189321.54466800002,131.4733935206381,2199.48640539,2603077300219.0,1497.34177215,19532771.529819906,16826475.0,1642.54
2018-01-27,10969.815,1135179206.75,204.25700944,257282.176575,131.50554708777204,2141.75700944,2603077300219.0,1422.31612903,19787587.23250274,16828412.5,1586.32
2018-01-28,11524.776666700001,763094646.01,167.8487012,119799.46115,130.59342423958472,2130.3487012,2603077300219.0,1232.98089172,19873701.44382448,16830375.0,1624.02
2018-01-29,11765.71,738104166.867,153.96155049,163590.56936,130.9988390926849,2128.96155049,2603077300219.0,1350.92405063,19835912.442750048,16832350.0,1713.64
2018-01-30,11212.655,611119735.311,144.44277099,160557.706455,123.55245319024168,1994.44277099,2603077300219.0,1568.75675676,19929686.49759973,16834200.0,1673.49
2018-01-31,10184.061666700001,1266284116.13,162.67806227,172755.807081,124.2774747844036,2250.17806227,2603077300219.0,1416.82035928,20216478.373408657,16836287.5,1506.65
2018-02-01,10125.0133333,933239777.886,166.40186562,159867.330631,124.57241942729289,1628.90186562,2603077300219.0,1745.94871795,19594807.846899167,16837750.0,1466.71
2018-02-02,9083.25833333,1509688358.17,213.44974197,276923.32069699996,124.93236266988508,2213.44974197,2603077300219.0,1610.4,19631779.18245935,16839750.0,1342.84
2018-02-03,8901.90166667,2213436748.09,273.10463807,330740.219185,124.00644849644705,2373.10463807,2603077300219.0,1404.27380952,19872092.863600563,16841850.0,1155.67
2018-02-04,9076.67833333,952403804.978,142.44781508,164374.024425,125.53274723569773,2117.44781508,2603077300219.0,1233.48734177,19890578.531380653,16843825.0,1232.41
2018-02-05,8400.64833333,1080682794.74,111.55081445,193244.21397,120.92897130543331,2336.55081445,2603077300219.0,975.7696629210001,20260291.88698253,16846050.0,1174.13
2018-02-06,6838.81666667,1793319477.25,177.20558783,257109.299306,129.45421158346468,2489.70558783,2603077300219.0,1169.52972973,20944261.59484599,16848362.5,940.01
2018-02-07,7685.63333333,3094258118.19,163.03034995,286153.34031500004,136.61742054334658,2288.03034995,2874674234416.0,1436.0,21327603.83547446,16850487.5,916.69
2018-02-08,8099.95833333,1670287563.74,120.42437808,208207.33171099998,135.5415588358633,1882.92437808,2874674234416.0,1515.73758865,22043211.73547691,16852250.0,963.05
2018-02-09,8240.53666667,1336661910.51,89.80968325,214089.826914,139.2518711031442,1727.30968325,2874674234416.0,1322.81679389,21759791.876235094,16853887.5,1215.62
2018-02-10,8535.51666667,1093134650.42,91.77776842,199472.830919,141.0452759091081,1779.27776842,2874674234416.0,1317.48148148,21410144.292632632,16855575.0,1282.9
2018-02-11,8319.87656618,918540174.469,82.97161526,116211.048631,135.7565938113517,1870.47161526,2874674234416.0,1271.20979021,21408668.62259129,16857362.5,1267.43
2018-02-12,8343.455,796391653.709,62.30565643,85791.95131830001,133.95216166089705,1949.80565643,2874674234416.0,974.887417219,21200794.83270828,16859250.0,1230.96
2018-02-13,8811.34333333,836623674.3130001,69.39268325,181029.65408900002,138.9558732854631,2144.39268325,2874674234416.0,1126.01204819,21169737.43541496,16861325.0,1271.31
2018-02-14,8597.7675,188454378.603,70.69221437,146929.345775,138.99142632159615,2120.69221437,2874674234416.0,1115.75609756,21047251.00859482,16863375.0,1235.59
2018-02-15,9334.63333333,915165499.8460001,63.43169877,148097.50308199998,144.8885795545587,2300.93169877,2874674234416.0,1097.30167598,21822998.37845573,16865612.5,1326.34
